Brand,model,full_name,Km_driven,fuel,transmission,Price(?),Price_per_km,Price_per_year,emi_from_5yr_down_payment_20_percent,emi_perc_price,testdrive_loc,spiny_category,city,created_at,creation_year,creation_month,model_year,age_years,testdrive_area
Hyundai,I20 Sportz,Hyundai I20 Sportz,71000,diesel,manual,519000,7.31,47182,"9,447",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,Mantri Mall
Volkswagen,Polo Highline,Volkswagen Polo Highline,104000,diesel,manual,432000,4.15,36000,"8,692",1.21,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2013,12,Nexus Shanti Niketan Mall
Hyundai,Fluidic Verna,Hyundai Fluidic Verna,92000,diesel,manual,548000,5.96,60889,"9,974",1.09,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2016,9,Nexus Shanti Niketan Mall
Hyundai,Verna 1.6,Hyundai Verna 1.6,57000,petrol,manual,934000,16.39,155667,"16,996",1.09,"Spinny  Hub, Bangalore Vega Mall",Budget,Bangalore,09-06-2024,2024,6,2019,6,Bangalore Vega Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,35000,petrol,manual,634000,18.11,90571,"11,544",1.09,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Nexus Shanti Niketan Mall
Tata,Tiago Revotron,Tata Tiago Revotron,32000,petrol,manual,462000,14.44,57750,"8,415",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,Yelahanka
Tata,Zest Xt,Tata Zest Xt,62000,petrol,manual,442000,7.13,44200,"8,045",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2015,10,Bangalore Vega Mall
Nissan,Magnite Xe,Nissan Magnite Xe,4000,petrol,manual,628000,157.00,314000,"11,431",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2023,2,Yelahanka
Maruti,Suzuki Xl6,Maruti Suzuki Xl6,29000,petrol,automatic,1379000,47.55,459667,"25,092",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Bellandur
Maruti,Suzuki Alto,Maruti Suzuki Alto,35000,petrol,manual,324000,9.26,40500,"6,163",1.14,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,Mantri Mall
Hyundai,Verna 1.6,Hyundai Verna 1.6,31000,petrol,manual,979000,31.58,139857,"17,820",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Bellandur
Honda,City Zx,Honda City Zx,41000,petrol,manual,1170000,28.54,234000,"21,305",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Bellandur
Toyota,Etios G,Toyota Etios G,71000,petrol,manual,354000,4.99,25286,"12,622",2.14,"Spinny  Hub, Bangalore Vega Mall",Budget,Bangalore,09-06-2024,2024,6,2011,14,Bangalore Vega Mall
Ford,Ecosport Titanium,Ford Ecosport Titanium,93000,petrol,manual,468000,5.03,39000,"10,044",1.29,"Spinny  Hub, VR Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2013,12,VR Mall
Volkswagen,Polo Comfortline,Volkswagen Polo Comfortline,79000,diesel,manual,491000,6.22,44636,"8,379",1.02,"Spinny  Hub, Bangalore Vega Mall",Budget,Bangalore,09-06-2024,2024,6,2014,11,Bangalore Vega Mall
Renault,Kwid 1,Renault Kwid 1,9000,petrol,automatic,489000,54.33,81500,"8,901",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2019,6,VR Mall
Kia,Sonet Htx,Kia Sonet Htx,22000,petrol,manual,969000,44.05,193800,"17,638",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Yelahanka
Tata,Punch Accomplished,Tata Punch Accomplished,8000,petrol,automatic,890000,111.25,445000,"16,202",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2023,2,VR Mall
Toyota,Innova Crysta,Toyota Innova Crysta,33000,petrol,automatic,2473000,74.94,824333,"45,021",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Bellandur
Tata,Zest Xm,Tata Zest Xm,77000,petrol,manual,439000,5.70,48778,"7,990",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2016,9,VR Mall
Hyundai,New Santro,Hyundai New Santro,37000,petrol,manual,428000,11.57,71333,"7,303",1.02,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2019,6,Mantri Mall
Hyundai,Elite I20,Hyundai Elite I20,50000,petrol,manual,635000,12.70,70556,"11,558",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2016,9,Bangalore Vega Mall
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,84000,petrol,manual,342000,4.07,34200,"6,225",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,VR Mall
Mahindra,Xuv500 W8,Mahindra Xuv500 W8,66000,diesel,automatic,975000,14.77,108333,"18,556",1.14,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2016,9,Yelahanka
Kia,Seltos Gtx,Kia Seltos Gtx,79000,diesel,automatic,1342000,16.99,223667,"24,431",1.09,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2019,6,Yelahanka
Honda,City V,Honda City V,122000,diesel,manual,553000,4.53,50273,"10,065",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2014,11,Mantri Mall
Renault,Kwid 1,Renault Kwid 1,68000,petrol,manual,359000,5.28,44875,"6,534",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,VR Mall
Hyundai,Grand I10,Hyundai Grand I10,52000,petrol,automatic,537000,10.33,53700,"9,774",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,VR Mall
Hyundai,New Santro,Hyundai New Santro,13000,petrol,manual,539000,41.46,134750,"9,197",1.02,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2021,4,Yelahanka
Kia,Seltos Gtx,Kia Seltos Gtx,47000,petrol,manual,1389000,29.55,231500,"25,276",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2019,6,Bellandur
Honda,Brio S,Honda Brio S,62000,petrol,manual,349000,5.63,29083,"7,022",1.21,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2013,12,Mantri Mall
Honda,City Vx,Honda City Vx,70000,petrol,automatic,639000,9.13,63900,"11,632",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
Maruti,Suzuki Swift,Maruti Suzuki Swift,4000,petrol,automatic,739000,184.75,246333,"13,451",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Mantri Mall
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,15000,petrol,automatic,568000,37.87,113600,"10,338",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Mantri Mall
Tata,Tiago Revotron,Tata Tiago Revotron,39000,petrol,manual,492000,12.62,98400,"8,955",1.09,"Spinny  Hub, Bangalore Vega Mall",Budget,Bangalore,09-06-2024,2024,6,2020,5,Bangalore Vega Mall
Nissan,Sunny Xl,Nissan Sunny Xl,142000,diesel,manual,398000,2.80,36182,"6,791",1.02,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2014,11,Mantri Mall
Skoda,Rapid Ambition,Skoda Rapid Ambition,113000,diesel,automatic,597000,5.28,66333,"10,187",1.02,"Spinny  Hub, VR Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2016,9,VR Mall
Ford,Freestyle Titanium,Ford Freestyle Titanium,50000,diesel,manual,779000,15.58,155800,"14,179",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Mantri Mall
Honda,City V,Honda City V,45000,petrol,manual,632000,14.04,57455,"11,503",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,Mantri Mall
Ford,Ecosport Trend,Ford Ecosport Trend,39000,petrol,automatic,849000,21.77,141500,"15,453",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2019,6,Mantri Mall
Hyundai,I10 Sportz,Hyundai I10 Sportz,38000,petrol,manual,389000,10.24,38900,"7,080",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Ford,Ecosport Ambiente,Ford Ecosport Ambiente,50000,diesel,manual,498000,9.96,45273,"9,064",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2014,11,Bangalore Vega Mall
Tata,Zest Xt,Tata Zest Xt,14000,petrol,manual,468000,33.43,46800,"8,518",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Honda,Jazz Vx,Honda Jazz Vx,35000,petrol,manual,654000,18.69,93429,"11,160",1.02,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,VR Mall
Tata,Tiago Xza+,Tata Tiago Xza+,15000,petrol,automatic,719000,47.93,239667,"13,087",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,VR Mall
Nissan,Sunny Xl,Nissan Sunny Xl,119000,diesel,manual,298000,2.50,22923,"7,530",1.52,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2012,13,Yelahanka
Hyundai,Eon Era,Hyundai Eon Era,38000,petrol,manual,234000,6.16,19500,"4,708",1.21,"Spinny  Hub, VR Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2013,12,VR Mall
Renault,Duster 110,Renault Duster 110,82000,diesel,automatic,697000,8.50,77444,"12,687",1.09,"Spinny  Hub, Bangalore Vega Mall",Budget,Bangalore,09-06-2024,2024,6,2016,9,Bangalore Vega Mall
Hyundai,Eon Magna,Hyundai Eon Magna,18000,petrol,manual,333000,18.50,30273,"5,674",1.02,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,Yelahanka
Toyota,Innova Crysta,Toyota Innova Crysta,21000,diesel,automatic,2299000,109.48,459800,"41,850",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Bellandur
Maruti,Suzuki Alto,Maruti Suzuki Alto,33000,petrol,automatic,419000,12.70,59857,"7,626",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Yelahanka
Hyundai,I10 Magna,Hyundai I10 Magna,31000,petrol,manual,412000,13.29,41200,"7,499",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Renault,Kiger Rxt,Renault Kiger Rxt,14000,petrol,automatic,829000,59.21,207250,"15,089",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2021,4,VR Mall
Mahindra,Scorpio N,Mahindra Scorpio N,8000,petrol,manual,1894000,236.75,947000,"34,469",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2023,2,Bellandur
Maruti,Suzuki Swift,Maruti Suzuki Swift,31000,petrol,automatic,749000,24.16,149800,"13,637",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Yelahanka
Tata,Tiago Revotron,Tata Tiago Revotron,26000,petrol,automatic,578000,22.23,82571,"10,521",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Yelahanka
Ford,Ecosport Ambiente,Ford Ecosport Ambiente,103000,petrol,manual,695000,6.75,115833,"12,650",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2019,6,Mantri Mall
Maruti,Suzuki Swift,Maruti Suzuki Swift,66000,petrol,manual,329000,4.98,23500,"12,499",2.28,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2011,14,Mantri Mall
Ford,Ecosport Trend,Ford Ecosport Trend,83000,diesel,manual,498000,6.00,49800,"9,064",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Hyundai,Elite I20,Hyundai Elite I20,46000,petrol,manual,628000,13.65,62800,"11,428",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Ford,Ecosport Titanium,Ford Ecosport Titanium,36000,petrol,manual,595000,16.53,59500,"10,830",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
Toyota,Glanza V,Toyota Glanza V,23000,petrol,manual,859000,37.35,286333,"15,635",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,VR Mall
Honda,Wr-V Vx,Honda Wr-V Vx,62000,petrol,manual,712000,11.48,101714,"12,960",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Mantri Mall
Tata,Nano Twist,Tata Nano Twist,30000,petrol,manual,199000,6.63,18091,"3,395",1.02,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,Mantri Mall
Ford,Figo Trend,Ford Figo Trend,33000,petrol,manual,489000,14.82,61125,"8,901",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,Mantri Mall
Hyundai,I10 Sportz,Hyundai I10 Sportz,35000,petrol,manual,397000,11.34,36091,"7,226",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,Yelahanka
Mahindra,Xuv500 W8,Mahindra Xuv500 W8,65000,diesel,manual,1075000,16.54,107500,"20,467",1.14,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
Nissan,Sunny Xl,Nissan Sunny Xl,71000,diesel,manual,381000,5.37,29308,"9,628",1.52,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2012,13,Mantri Mall
Mahindra,Xuv500 W10,Mahindra Xuv500 W10,116000,diesel,manual,966000,8.33,96600,"18,384",1.14,"Spinny  Hub, Bellandur, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2015,10,Bellandur
Datsun,Redi-Go T(O),Datsun Redi-Go T(O),64000,petrol,manual,257000,4.02,36714,"5,515",1.29,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2018,7,Yelahanka
Maruti,Suzuki Dzire,Maruti Suzuki Dzire,73000,diesel,automatic,748000,10.25,93500,"13,615",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,VR Mall
Hyundai,Elite I20,Hyundai Elite I20,44000,petrol,manual,633000,14.39,70333,"11,526",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2016,9,Mantri Mall
Maruti,Suzuki Alto,Maruti Suzuki Alto,30000,petrol,manual,398000,13.27,66333,"7,244",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2019,6,VR Mall
Mahindra,Xuv500 W7,Mahindra Xuv500 W7,27000,diesel,automatic,1635000,60.56,408750,"31,118",1.14,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2021,4,Bellandur
Maruti,Suzuki Ignis,Maruti Suzuki Ignis,46000,petrol,manual,539000,11.72,77000,"9,803",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2018,7,Bangalore Vega Mall
Hyundai,Grand I10,Hyundai Grand I10,53000,petrol,manual,498000,9.40,62250,"9,064",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2017,8,Bangalore Vega Mall
Mahindra,Xuv700 Ax,Mahindra Xuv700 Ax,21000,diesel,manual,1942000,92.48,647333,"35,349",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,VR Mall
Ford,Ecosport Titanium,Ford Ecosport Titanium,57000,petrol,automatic,647000,11.35,64700,"11,776",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
Volkswagen,Polo Comfortline,Volkswagen Polo Comfortline,97000,petrol,manual,548000,5.65,60889,"9,351",1.02,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2016,9,Mantri Mall
Maruti,Suzuki Alto,Maruti Suzuki Alto,43000,petrol,manual,244000,5.67,20333,"5,236",1.29,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2013,12,Mantri Mall
Renault,Triber Rxt,Renault Triber Rxt,52000,petrol,manual,668000,12.85,222667,"12,159",1.09,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2022,3,Yelahanka
Hyundai,Venue Sx,Hyundai Venue Sx,8000,petrol,manual,1055000,131.88,351667,"19,210",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Bellandur
Renault,Duster 85,Renault Duster 85,35000,diesel,manual,873000,24.94,124714,"15,894",1.09,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Nexus Shanti Niketan Mall
Honda,Br-V Vx,Honda Br-V Vx,43000,petrol,manual,975000,22.67,139286,"17,747",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,VR Mall
Renault,Kwid Rxt,Renault Kwid Rxt,16000,petrol,manual,429000,26.81,85800,"7,808",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Yelahanka
Maruti,Suzuki Alto,Maruti Suzuki Alto,19000,petrol,manual,350000,18.42,35000,"6,369",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Volkswagen,Taigun Topline,Volkswagen Taigun Topline,48000,petrol,automatic,1441000,30.02,360250,"26,229",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2021,4,Bellandur
Tata,Zest Xms,Tata Zest Xms,61000,diesel,manual,459000,7.52,45900,"8,354",1.09,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Nexus Shanti Niketan Mall
Mahindra,Scorpio N,Mahindra Scorpio N,27000,diesel,automatic,2188000,81.04,729333,"39,826",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Bellandur
Maruti,Suzuki Alto,Maruti Suzuki Alto,62000,petrol,manual,243000,3.92,18692,"6,550",1.62,"Spinny  Hub, Mantri Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2012,13,Mantri Mall
Renault,Kwid 1,Renault Kwid 1,27000,petrol,automatic,495000,18.33,123750,"9,010",1.09,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2021,4,Yelahanka
Hyundai,Xcent Sx,Hyundai Xcent Sx,78000,petrol,manual,428000,5.49,38909,"7,303",1.02,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2014,11,Yelahanka
Hyundai,Elite I20,Hyundai Elite I20,33000,petrol,automatic,786000,23.82,112286,"14,308",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Mantri Mall
Hyundai,Creta 1.6,Hyundai Creta 1.6,83000,diesel,automatic,877000,10.57,87700,"15,963",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
Maruti,Suzuki Wagon,Maruti Suzuki Wagon,31000,petrol,manual,429000,13.84,47667,"8,164",1.14,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2016,9,Nexus Shanti Niketan Mall
Hyundai,Elite I20,Hyundai Elite I20,81000,diesel,manual,659000,8.14,65900,"11,995",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Mantri Mall
Mahindra,Xuv500 W6,Mahindra Xuv500 W6,59000,diesel,manual,947000,16.05,94700,"18,023",1.14,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
MG,Motors Hector,MG Motors Hector,14000,petrol,manual,1730000,123.57,576667,"31,481",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Bellandur
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,20000,petrol,automatic,437000,21.85,43700,"7,954",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,VR Mall
Tata,Nano Twist,Tata Nano Twist,35000,petrol,manual,199000,5.69,18091,"3,395",1.02,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,Yelahanka
Maruti,Suzuki Alto,Maruti Suzuki Alto,59000,petrol,manual,279000,4.73,27900,"5,309",1.14,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2015,10,Yelahanka
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,122000,petrol,manual,636000,5.21,106000,"11,576",1.09,"Spinny  Hub, VR Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2019,6,VR Mall
Honda,City Vx,Honda City Vx,57000,petrol,manual,617000,10.82,68556,"11,232",1.09,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2016,9,Yelahanka
Hyundai,Xcent Sx,Hyundai Xcent Sx,56000,petrol,automatic,552000,9.86,55200,"9,419",1.02,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,VR Mall
Kia,Sonet Htx,Kia Sonet Htx,30000,petrol,manual,1032000,34.40,258000,"18,784",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2021,4,Bellandur
Renault,Triber Rxz,Renault Triber Rxz,7000,petrol,manual,827000,118.14,413500,"15,053",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2023,2,VR Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,21000,petrol,automatic,795000,37.86,159000,"14,470",1.09,"Spinny  Hub, Mantri Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2020,5,Mantri Mall
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,60000,petrol,manual,678000,11.30,96857,"12,341",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2018,7,Bangalore Vega Mall
Hyundai,Creta 1.6,Hyundai Creta 1.6,40000,petrol,manual,1001000,25.03,125125,"18,220",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,Bellandur
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,44000,petrol,automatic,428000,9.73,42800,"7,789",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2015,10,Bangalore Vega Mall
Maruti,Suzuki Ciaz,Maruti Suzuki Ciaz,59000,petrol,manual,619000,10.49,61900,"11,265",1.09,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2015,10,VR Mall
Hyundai,Verna Fluidic,Hyundai Verna Fluidic,100000,diesel,automatic,487000,4.87,40583,"10,451",1.29,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2013,12,Yelahanka
Renault,Triber Rxz,Renault Triber Rxz,38000,petrol,automatic,621000,16.34,124200,"11,303",1.09,"Spinny  Hub, VR Mall, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2020,5,VR Mall
Maruti,Suzuki Swift,Maruti Suzuki Swift,43000,petrol,manual,451000,10.49,34692,"12,144",1.62,"Spinny Park, Yelahanka, Bangalore",Budget,Bangalore,09-06-2024,2024,6,2012,13,Yelahanka
Maruti,Suzuki Vitara,Maruti Suzuki Vitara,46000,diesel,automatic,997000,21.67,142429,"18,147",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2018,7,Yelahanka
Maruti,Suzuki Swift,Maruti Suzuki Swift,17000,petrol,automatic,695000,40.88,173750,"12,650",1.09,"Spinny Park, Yelahanka, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2021,4,Yelahanka
Maruti,Suzuki Baleno,Maruti Suzuki Baleno,29000,petrol,manual,689000,23.76,114833,"12,541",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2019,6,Bangalore Vega Mall
Maruti,Suzuki S-Cross,Maruti Suzuki S-Cross,67000,diesel,manual,875000,13.06,125000,"15,927",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2018,7,Bangalore Vega Mall
Hyundai,Verna Sx,Hyundai Verna Sx,33000,petrol,manual,1170000,35.45,292500,"21,305",1.09,"Spinny  Hub, Bangalore Vega Mall",Assured,Bangalore,09-06-2024,2024,6,2021,4,Bangalore Vega Mall
Nissan,Magnite Xv,Nissan Magnite Xv,15000,petrol,automatic,1088000,72.53,362667,"19,800",1.09,"Spinny  Hub, Bellandur, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2022,3,Bellandur
Maruti,Suzuki Celerio,Maruti Suzuki Celerio,11000,petrol,automatic,497000,45.18,62125,"9,046",1.09,"Spinny  Hub, Nexus Shanti Niketan Mall, Whitefield Rd, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2017,8,Nexus Shanti Niketan Mall
Volkswagen,Polo Comfortline,Volkswagen Polo Comfortline,75000,petrol,manual,478000,6.37,43455,"8,156",1.02,"Spinny  Hub, VR Mall, Bangalore",Assured,Bangalore,09-06-2024,2024,6,2014,11,VR Mall
